video,lang,link,time_start,time_end,slo,eng
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:06,460","00:15:11,152","In kar je zanimivo je, da v bistvu je zelo vplivala na ta način,","And what's interesting is that basically it was very influential in a way,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:11,176","00:15:15,160","da tist prijatelj, s katerim sva igrala skupaj kitaro",since the friend with whom I played the guitar
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:15,184","00:15:17,080","in smo pa tudi začeli band s Bojanom,","and who started the band with Bojan and I,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:17,640","00:15:22,740","pa je igral v Apokalipsi, on je imel zlato priznanje iz klasične kitare jaz pa ne.","he was in Apokalipsa, won the gold award for classical guitar and I didn't."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:22,772","00:15:24,407",Zato sem potem tudi jaz prijel bas.,"So, then I took the bass."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:25,060","00:15:26,472",Aja? - Ja.,"Oh, really? - Yes."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:27,490","00:15:32,263",Tako da glasbena šola je po moje na moj bas vplivala zgolj samo v tej smeri.,"So, music school only influenced my bass in that way."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:33,416","00:15:37,933","Bi pa rekel, da se mi zdi, da je za nek razvoj, ne nujno seveda,","But I would say that, I think, for the growth, not necessarily, of course,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:37,957","00:15:41,023","ampak se mi zdi, da nasploh za nek razvoj mladega glasbenika","but I think that, in general, for the growth of a young musician"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:41,047","00:15:45,905","je boljše, da se sam pozneje odloči, kaj bi rad igral.",it is better to later decide on what to play.
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:46,360","00:15:50,060","Tako kot sta se recimo Kris pa Jan, ker se mi zdi, da ko si malo starejši, se lahko","Like, say, Kris and Jan did, because I think when you're a bit older, you can"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:50,846","00:15:55,660","bolj zavestno odločaš pa vadiš, pa zakaj bi rad vadil.","make more conscious decisions and practice, and know why you want to practice."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:55,685","00:15:59,662","Medtem ko jaz, ko sem začel igrati, pa veliko tudi mojih takrat sošolcev,","Whereas I, when I first started playing, and a lot of my classmates at the time,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:15:59,686","00:16:02,317","ko smo začeli igrati v prvem ali pa drugem razredu osnovne šole,","from when we started playing, in the first or second grade of primary school,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:02,341","00:16:05,768",pa smo potem šest let igrali neke klasične skladbe.,"and for six years, we were playing some classical songs."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:06,183","00:16:11,060","Pa nam niso, mislim, mi smo si pa želeli biti recimo rok zvezdniki.","And they didn't, I mean, but we wanted to be, let's say, rock stars."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:11,584","00:16:14,624","Nam je to še nekak kontradiktorno šlo skozi,","We still kind of contradictorily made it through,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:14,648","00:16:19,558","zato ker nam je vsem v bistvu zamoril vajo,","because it basically depleted the motivation of all of us to practice,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:19,590","00:16:23,755","pa note, pa teorijo, ki bi pa zdaj recimo,","and the notes, and the theory, which I would now say"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:23,780","00:16:25,305",oziroma nam zdaj zelo prav pride.,come in very handy for us.
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:26,071","00:16:30,668","Jaz bi dodel, da kdorkoli, ki je imel glasbeno šolo za sabo,","I would say that anyone who went to music school,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:30,715","00:16:32,848","pa tudi če je šel v Gradec* ali pa kamorkoli,","even if they went to Gradec* or wherever,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:32,872","00:16:36,420","če stopi v studio z našim producentom, bo hitro videl, da to ni dost.","if they go into the studio with our producer, they'll quickly see that it's not enough."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:37,180","00:16:43,060","Tako da, je treba... res je, ena stvar je pač ta formalna izobrazba, druga stvar je pa to,","So, you need... it's true, one thing is to have a formal education, but it's another to"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:43,085","00:16:48,929","da se res usedeš v glasbo, pa da slišiš, kaj je glasba od svoje strani potrebuje","really get into music, and to hear what music needs from you"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:48,954","00:16:50,911","in kdaj je preveč, kdaj premalo.","and when it's too much, when it's too little."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:51,540","00:16:52,635",In tako dalje.,And so on.
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:52,660","00:16:57,460","Tega se v glasbeni šoli iz mojih izkušenj, redko kdo zares nauči.","That's something that, in my experience, very few people really learn at music school."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:16:58,360","00:17:02,202",Pa da ne bo kdo narobe razumel na Bežigradu smo večkrat slišali res odlične,"And don't misunderstand me, at Bežigrad we have heard some really great"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:02,543","00:17:07,441","glasbenike, od pianistov, violinistov, klasičnih,","musicians, pianists, violinists, classical musicians,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:07,465","00:17:11,619","katere vse zelo spoštujem, pa vem, da smo tudi za eno violinistko Sofijo enkrat","all of whom I respect very much, and I know that also a violinist, Sofija, once"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:12,036","00:17:15,156","eno našo pesem igral na Talent Showu, Metulji.","played one of our songs on a talent show, 'Metulji'."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:17,352","00:17:22,720","Tako da samo mislil sem specifično za naš primer, pa morda za rock glasbo.",I just meant it specifically for our case and maybe for rock music.
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:23,016","00:17:27,463","Ja, to sem tudi jaz bolj mislil, valda za vse ostale džeze in klasične","Yes, that's more what I meant, too, for all the others, jazz and classical music,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:27,487","00:17:30,060",so tiste veliko bolj primerne izobrazbe.,those kinds of educations are much more suitable.
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:30,976","00:17:33,056","Ja, saj tukaj se strinjam s tabo, Martin,","Yes, I agree with you there, Martin,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:33,080","00:17:37,131",ker jaz sem tudi v prvih razredih osnovne šole začela hoditi v glasbeno šolo,because I also started attending music school at the beginning of primary school
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:37,155","00:17:41,757","in se mi zdi, da če bi šla še enkrat, bi se drugače odločila za drugačen inštrument.","and I feel like if I went again, I would have chosen a different instrument."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:41,782","00:17:46,561","Ampak ko si tako majhen* pa še nimaš nekih takih vrednot,","But when you're that young, you don't have some of those values,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:46,585","00:17:49,000",ja lahko se ti to pol malo zamori.,"yes, you can get a little demotivated."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:49,633","00:17:53,477","Ko se ti mogoče ne da toliko več vaditi, kakor se recimo meni ni.","When maybe you don't feel like practising as much, as was the case for me."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:17:55,481","00:18:02,391","Okej, vedno, ko poslušam glasbo, katerokoli glasbo in nekako preučujem besedilo,","Okay, every time I listen to music, any music, and I kind of study the lyrics,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:02,416","00:18:05,660","se mi poraja vprašanje, kako ta besedila nastanejo.","the question that comes to my mind is, how do these lyrics originate?"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:06,560","00:18:08,060",A to vam kar pade na pamet?,Do they just pop into your head
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:08,085","00:18:11,451","A ko se, ne vem, sprehajate po centru ali pa ko se vozite v gužvi","when you're, I don't know, walking  downtown or driving in traffic"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:11,475","00:18:15,629","ali pa ste na pijači s prijatelji, ali se to skupaj usedete pa si rečete,","or you're having a drink with your friends, or is it more of a let's sit down together and say,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:15,654","00:18:18,621",zdaj bomo nekaj napisali in začnete razmišljati o rimah?,"Now we're going to write something, and you start thinking about rhymes?"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:19,220","00:18:21,320",Kje črpete v bistvu to inspiracijo?,"Where do you get this inspiration from, basically?"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:21,345","00:18:23,400","Pa kako pride do tega, da date nekaj za papir?",And how come that something ends on paper?
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:27,748","00:18:35,236","Jaz osebno sem zelo len avtor, recimo temu,","Personally, I'm a very lazy author, let's put it that way,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:35,260","00:18:39,790","zaradi tega, ker nimam tega nagona,",because I don't have this instinct
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:39,814","00:18:43,453",da bi vsak dan poskusil kaj napisati,to try to write something every day
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:43,484","00:18:47,616",ali pa nekako zbuditi svoje misli pa naredit nek brainstorm.,or somehow awaken my thoughts and brainstorm.
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:48,283","00:18:54,057",Ampak samo res pravzaprav čakam na nek tak moment inspiracije,But I'm just really waiting for a moment of inspiration
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:54,081","00:18:57,893","in potem ko tisto pride, probam izčrpati sebe,","and then, when it comes, I try to drain out nan"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:18:57,917","00:19:00,630","to, kar mi v danem trenutku pač možgani ponujajo.",what my brain is offering me at the moment.
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:01,193","00:19:06,948","Ampak, no ja, nisem ta človek, ki hodi po cesti in razmišlja o besedilih","But, yes, I'm not someone who walks down the street thinking about lyrics"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:06,972","00:19:11,234",ali pa da se mi kar prikazujejo ali ne vem kaj.,or they just show up or I don't know what.
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:12,324","00:19:15,508","Ko čutim neko inspiracijo, ne vem kaj mi bo prinesla,","When I feel some inspiration, I don't know what it's going to bring me,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:15,532","00:19:19,789","ampak takrat se pravzaprav malo poglobim vase, razmišljam o nekih situacijah,","but that's when I actually look inside myself a little bit, think about certain situations"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:19,813","00:19:23,418",v katerih sem se znašel ali pa so se znašali ljudje okoli mene,"that I've been in, or people around me have been in,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:23,442","00:19:27,178",in se potem pač probam nekako čim bolj uživeti v to,and then I just try to kind of put myself in their shoes
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:27,203","00:19:29,356",in dam potem to na papir.,and then put it on paper.
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:30,450","00:19:35,383","Nimam pač na žalost neke formule, ko se zgodi, se zgodi,","I don't have a formula, unfortunately, when it happens, it happens,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:35,407","00:19:40,923","se pa poskušam naučiti malo na silo pisat, ne vem kako naj to lepše rečem,","but I'm trying to learn to force myself to write a little bit, I don't know how to put it better,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:40,947","00:19:45,669","ampak po naročilu lastnega, lastne želje.","by my own order, my own desire."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:47,892","00:19:53,507","A pa pišeš besedila sam ti, jih pišete vsi ali imate koga zunanjega, ki vam pomaga?","Do you write the lyrics yourself, do you all write them, or do you have someone from outside to help you?"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:54,649","00:19:58,714","Ja trenutno to kar je zdaj zunaj so moja besedila,","Yes, at the moment, these are my lyrics,"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:19:58,738","00:20:03,459","na albumu bo tudi en komad, ki ga je napisal Kris.",there will be one song on the album written by Kris.
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:20:05,351","00:20:06,803","Tako da, ja.","So, yes."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:20:08,200","00:20:10,160","V glavnem midva piševa, ja.","Basically, we write them, yes."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:20:14,640","00:20:15,880",En komad je moj.,One song is mine.
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:20:18,102","00:20:21,240","Potem moram pa pohvaliti, ker imaš res lepa besedila.","Then I have to praise you, because you have really beautiful lyrics."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:20:21,699","00:20:23,112","Meni so zelo všeč. - Hvala, Tinkara.","I like them very much. - Thank you, Tinkara."
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:20:25,934","00:20:29,920","Pred korona časom ste imeli mladi, mislim so imeli mladi izvajalci","Before COVID-19 you, young people, had... I think young performers had"
Joker Out - Kulturni multipraktik na Gimnaziji Bežigrad,SLO,https://youtu.be/OzQAUP9ITsQ,"00:20:30,003","00:20:32,548",kar težave pri iskanju nastopov.,quite a problem getting gigs.
